P_net_W,T_in_ref_blk_K,p_high_Pa,PR,T_cold_set_K,delta,load,T_HTF_in_K,T_amb_input_K
77235235.56,1027.06,24860352.35,2.93,805.85,23.47,0.51,1002.12,278.43
77235235.56,1027.06,24860352.35,2.93,805.85,23.47,1.04,985.32,295.02
77235235.56,1027.06,24860352.35,2.93,805.85,23.47,0.81,995.79,298.0
77235235.56,1027.06,24860352.35,2.93,805.85,23.47,0.98,998.01,305.91
77235235.56,1027.06,24860352.35,2.93,805.85,23.47,0.77,989.24,275.49
88484322.76,1178.78,24784767.01,2.9,827.37,77.78,0.74,1096.66,279.98
88484322.76,1178.78,24784767.01,2.9,827.37,77.78,0.81,1082.5,272.44
88484322.76,1178.78,24784767.01,2.9,827.37,77.78,0.56,1099.64,305.81
88484322.76,1178.78,24784767.01,2.9,827.37,77.78,0.98,1086.03,303.84
88484322.76,1178.78,24784767.01,2.9,827.37,77.78,0.7,1085.96,265.71
88484322.76,1178.78,24784767.01,2.9,827.37,77.78,0.58,1092.12,289.76
88484322.76,1178.78,24784767.01,2.9,827.37,77.78,0.89,1093.63,312.71
88484322.76,1178.78,24784767.01,2.9,827.37,77.78,1.02,1090.56,295.28
78357091.05,1160.06,24178653.07,2.92,832.02,73.26,0.53,1086.41,307.61
78357091.05,1160.06,24178653.07,2.92,832.02,73.26,0.96,1078.15,298.17
78357091.05,1160.06,24178653.07,2.92,832.02,73.26,0.65,1074.15,276.94
78357091.05,1160.06,24178653.07,2.92,832.02,73.26,0.6,1083.29,289.79
78357091.05,1160.06,24178653.07,2.92,832.02,73.26,1.0,1069.85,293.78
78357091.05,1160.06,24178653.07,2.92,832.02,73.26,0.82,1068.33,273.5
78357091.05,1160.06,24178653.07,2.92,832.02,73.26,0.75,1076.09,311.67
78357091.05,1160.06,24178653.07,2.92,832.02,73.26,0.89,1080.66,267.57
140758693.23,1208.31,24766423.72,2.78,802.55,99.33,1.04,1108.77,309.35
140758693.23,1208.31,24766423.72,2.78,802.55,99.33,0.65,1097.86,296.31
140758693.23,1208.31,24766423.72,2.78,802.55,99.33,0.56,1101.03,276.45
140758693.23,1208.31,24766423.72,2.78,802.55,99.33,0.95,1089.63,268.71
140758693.23,1208.31,24766423.72,2.78,802.55,99.33,0.85,1095.0,300.23
140758693.23,1208.31,24766423.72,2.78,802.55,99.33,0.82,1102.57,289.32
140758693.23,1208.31,24766423.72,2.78,802.55,99.33,0.71,1104.43,317.41
140758693.23,1208.31,24766423.72,2.78,802.55,99.33,0.61,1092.56,278.82
105318064.5,1049.75,24864376.25,2.84,846.94,81.76,0.96,954.04,288.33
105318064.5,1049.75,24864376.25,2.84,846.94,81.76,0.69,964.13,316.49
105318064.5,1049.75,24864376.25,2.84,846.94,81.76,0.87,961.29,264.7
105318064.5,1049.75,24864376.25,2.84,846.94,81.76,0.62,955.68,309.34
105318064.5,1049.75,24864376.25,2.84,846.94,81.76,1.03,952.13,270.04
105318064.5,1049.75,24864376.25,2.84,846.94,81.76,0.5,950.19,293.52
105318064.5,1049.75,24864376.25,2.84,846.94,81.76,0.79,958.2,299.54
105318064.5,1049.75,24864376.25,2.84,846.94,81.76,0.72,966.49,279.49
36057365.25,1094.7,24367935.37,2.86,844.58,77.1,0.76,1016.41,315.29
36057365.25,1094.7,24367935.37,2.86,844.58,77.1,0.63,1013.9,298.68
36057365.25,1094.7,24367935.37,2.86,844.58,77.1,0.68,1005.44,288.53
36057365.25,1094.7,24367935.37,2.86,844.58,77.1,0.93,1012.5,297.11
36057365.25,1094.7,24367935.37,2.86,844.58,77.1,0.51,1008.51,272.66
36057365.25,1094.7,24367935.37,2.86,844.58,77.1,0.86,999.86,263.88
36057365.25,1094.7,24367935.37,2.86,844.58,77.1,1.0,1000.29,308.54
36057365.25,1094.7,24367935.37,2.86,844.58,77.1,0.83,1004.01,279.33
15274234.94,1036.84,24426592.17,2.94,810.88,26.67,0.88,1006.04,312.43
15274234.94,1036.84,24426592.17,2.94,810.88,26.67,0.71,999.86,294.57
15274234.94,1036.84,24426592.17,2.94,810.88,26.67,0.78,995.3,304.13
15274234.94,1036.84,24426592.17,2.94,810.88,26.67,0.51,1003.42,308.2
15274234.94,1036.84,24426592.17,2.94,810.88,26.67,0.62,994.63,285.17
15274234.94,1036.84,24426592.17,2.94,810.88,26.67,1.03,990.42,268.25
15274234.94,1036.84,24426592.17,2.94,810.88,26.67,0.67,1009.68,283.41
15274234.94,1036.84,24426592.17,2.94,810.88,26.67,0.94,1000.4,272.11
145015253.52,1142.46,24527996.25,2.96,820.88,22.78,1.0,1118.48,289.05
145015253.52,1142.46,24527996.25,2.96,820.88,22.78,0.88,1106.25,265.24
145015253.52,1142.46,24527996.25,2.96,820.88,22.78,0.54,1104.61,317.17
145015253.52,1142.46,24527996.25,2.96,820.88,22.78,0.7,1109.92,309.78
145015253.52,1142.46,24527996.25,2.96,820.88,22.78,0.61,1107.76,272.81
145015253.52,1142.46,24527996.25,2.96,820.88,22.78,0.71,1117.16,277.87
145015253.52,1142.46,24527996.25,2.96,820.88,22.78,0.98,1112.44,304.15
145015253.52,1142.46,24527996.25,2.96,820.88,22.78,0.81,1100.09,291.33
14668041.41,1050.4,24206317.95,2.92,809.57,57.67,0.68,991.67,298.79
14668041.41,1050.4,24206317.95,2.92,809.57,57.67,0.96,977.73,293.96
14668041.41,1050.4,24206317.95,2.92,809.57,57.67,0.53,986.05,265.67
14668041.41,1050.4,24206317.95,2.92,809.57,57.67,0.74,976.21,288.08
14668041.41,1050.4,24206317.95,2.92,809.57,57.67,0.6,975.18,310.88
14668041.41,1050.4,24206317.95,2.92,809.57,57.67,0.84,982.77,317.78
14668041.41,1050.4,24206317.95,2.92,809.57,57.67,0.99,987.94,272.95
14668041.41,1050.4,24206317.95,2.92,809.57,57.67,0.9,981.67,277.72
37006971.11,1087.66,24284267.48,2.79,821.56,79.92,0.62,1003.63,266.86
37006971.11,1087.66,24284267.48,2.79,821.56,79.92,0.52,999.97,280.46
37006971.11,1087.66,24284267.48,2.79,821.56,79.92,0.79,1001.56,297.19
37006971.11,1087.66,24284267.48,2.79,821.56,79.92,1.03,1007.06,315.44
37006971.11,1087.66,24284267.48,2.79,821.56,79.92,0.68,987.93,310.96
37006971.11,1087.66,24284267.48,2.79,821.56,79.92,0.97,994.2,289.35
37006971.11,1087.66,24284267.48,2.79,821.56,79.92,0.72,997.01,274.69
37006971.11,1087.66,24284267.48,2.79,821.56,79.92,0.86,991.79,301.37
66284721.39,1126.65,24647746.23,2.96,843.01,50.15,0.83,1069.02,312.53
66284721.39,1126.65,24647746.23,2.96,843.01,50.15,0.68,1066.69,266.22
66284721.39,1126.65,24647746.23,2.96,843.01,50.15,0.59,1076.43,280.67
66284721.39,1126.65,24647746.23,2.96,843.01,50.15,0.72,1059.01,301.54
66284721.39,1126.65,24647746.23,2.96,843.01,50.15,0.96,1058.38,287.98
66284721.39,1126.65,24647746.23,2.96,843.01,50.15,0.52,1064.37,291.0
66284721.39,1126.65,24647746.23,2.96,843.01,50.15,0.9,1061.96,309.8
66284721.39,1126.65,24647746.23,2.96,843.01,50.15,1.0,1073.87,273.38
126731395.32,1163.19,24659219.29,2.81,823.38,48.3,0.77,1098.41,285.16
126731395.32,1163.19,24659219.29,2.81,823.38,48.3,0.99,1096.66,303.75
126731395.32,1163.19,24659219.29,2.81,823.38,48.3,0.85,1106.02,296.77
126731395.32,1163.19,24659219.29,2.81,823.38,48.3,0.51,1101.04,273.54
126731395.32,1163.19,24659219.29,2.81,823.38,48.3,0.93,1114.85,312.36
126731395.32,1163.19,24659219.29,2.81,823.38,48.3,0.59,1112.3,281.48
126731395.32,1163.19,24659219.29,2.81,823.38,48.3,0.81,1109.03,263.19
126731395.32,1163.19,24659219.29,2.81,823.38,48.3,0.69,1104.18,307.92
40949444.38,1112.1,24633488.07,2.81,806.55,91.28,0.85,1011.68,289.23
40949444.38,1112.1,24633488.07,2.81,806.55,91.28,0.66,1017.58,268.01
40949444.38,1112.1,24633488.07,2.81,806.55,91.28,1.04,1004.82,294.47
40949444.38,1112.1,24633488.07,2.81,806.55,91.28,0.77,1014.87,276.3
40949444.38,1112.1,24633488.07,2.81,806.55,91.28,0.95,1009.5,305.74
40949444.38,1112.1,24633488.07,2.81,806.55,91.28,0.81,1018.46,301.98
40949444.38,1112.1,24633488.07,2.81,806.55,91.28,0.57,1003.1,283.33
40949444.38,1112.1,24633488.07,2.81,806.55,91.28,0.63,1007.16,314.49
144086714.28,1040.57,24797666.41,2.88,822.31,51.68,0.84,970.98,314.47
144086714.28,1040.57,24797666.41,2.88,822.31,51.68,0.73,977.37,269.26
144086714.28,1040.57,24797666.41,2.88,822.31,51.68,0.85,985.16,287.64
144086714.28,1040.57,24797666.41,2.88,822.31,51.68,1.04,982.16,271.72
144086714.28,1040.57,24797666.41,2.88,822.31,51.68,0.92,974.09,283.17
144086714.28,1040.57,24797666.41,2.88,822.31,51.68,0.63,988.27,292.95
144086714.28,1040.57,24797666.41,2.88,822.31,51.68,0.53,972.9,305.34
144086714.28,1040.57,24797666.41,2.88,822.31,51.68,0.66,981.32,301.52
38414126.18,1100.6,24536145.41,2.8,808.95,27.44,0.51,1056.41,315.3
38414126.18,1100.6,24536145.41,2.8,808.95,27.44,1.04,1062.88,281.89
38414126.18,1100.6,24536145.41,2.8,808.95,27.44,0.97,1069.02,293.17
38414126.18,1100.6,24536145.41,2.8,808.95,27.44,0.73,1064.07,266.78
38414126.18,1100.6,24536145.41,2.8,808.95,27.44,0.7,1071.02,299.34
38414126.18,1100.6,24536145.41,2.8,808.95,27.44,0.85,1053.33,273.96
38414126.18,1100.6,24536145.41,2.8,808.95,27.44,0.81,1066.69,310.87
38414126.18,1100.6,24536145.41,2.8,808.95,27.44,0.6,1058.76,286.33
17472271.61,1147.13,24095548.06,2.74,802.61,81.38,0.66,1055.93,284.15
17472271.61,1147.13,24095548.06,2.74,802.61,81.38,0.82,1059.91,280.05
17472271.61,1147.13,24095548.06,2.74,802.61,81.38,0.76,1048.88,269.56
17472271.61,1147.13,24095548.06,2.74,802.61,81.38,0.61,1062.02,303.14
17472271.61,1147.13,24095548.06,2.74,802.61,81.38,1.02,1052.5,297.28
17472271.61,1147.13,24095548.06,2.74,802.61,81.38,0.93,1047.7,276.12
17472271.61,1147.13,24095548.06,2.74,802.61,81.38,0.86,1064.67,306.55
17472271.61,1147.13,24095548.06,2.74,802.61,81.38,0.53,1055.01,311.44
95844102.12,1227.07,24094218.68,2.86,836.91,75.27,0.53,1149.1,271.3
95844102.12,1227.07,24094218.68,2.86,836.91,75.27,0.91,1151.21,286.39
95844102.12,1227.07,24094218.68,2.86,836.91,75.27,0.65,1135.4,298.57
95844102.12,1227.07,24094218.68,2.86,836.91,75.27,1.03,1139.68,317.59
95844102.12,1227.07,24094218.68,2.86,836.91,75.27,0.95,1142.09,265.6
95844102.12,1227.07,24094218.68,2.86,836.91,75.27,0.75,1137.9,278.94
95844102.12,1227.07,24094218.68,2.86,836.91,75.27,0.58,1144.77,291.53
95844102.12,1227.07,24094218.68,2.86,836.91,75.27,0.82,1131.9,307.81
83279315.94,1154.19,24605590.89,2.98,807.26,56.74,0.98,1096.16,281.77
83279315.94,1154.19,24605590.89,2.98,807.26,56.74,0.68,1091.4,271.87
83279315.94,1154.19,24605590.89,2.98,807.26,56.74,0.84,1088.85,294.46
83279315.94,1154.19,24605590.89,2.98,807.26,56.74,0.52,1087.28,306.17
83279315.94,1154.19,24605590.89,2.98,807.26,56.74,0.63,1092.96,298.59
83279315.94,1154.19,24605590.89,2.98,807.26,56.74,0.76,1080.01,268.16
83279315.94,1154.19,24605590.89,2.98,807.26,56.74,1.01,1083.39,314.73
83279315.94,1154.19,24605590.89,2.98,807.26,56.74,0.9,1078.25,288.16
59835696.92,1097.5,24395695.26,2.84,817.04,43.15,1.02,1047.89,264.17
59835696.92,1097.5,24395695.26,2.84,817.04,43.15,0.51,1043.61,277.29
59835696.92,1097.5,24395695.26,2.84,817.04,43.15,0.95,1034.51,300.41
59835696.92,1097.5,24395695.26,2.84,817.04,43.15,0.73,1051.94,272.1
59835696.92,1097.5,24395695.26,2.84,817.04,43.15,0.9,1050.81,292.02
59835696.92,1097.5,24395695.26,2.84,817.04,43.15,0.69,1039.11,311.93
59835696.92,1097.5,24395695.26,2.84,817.04,43.15,0.58,1046.51,306.87
59835696.92,1097.5,24395695.26,2.84,817.04,43.15,0.78,1039.87,286.76
72853520.21,1198.47,24184130.01,2.94,827.93,76.84,0.77,1111.25,265.97
72853520.21,1198.47,24184130.01,2.94,827.93,76.84,0.6,1116.8,300.04
72853520.21,1198.47,24184130.01,2.94,827.93,76.84,0.94,1115.25,309.02
72853520.21,1198.47,24184130.01,2.94,827.93,76.84,1.01,1119.88,291.57
72853520.21,1198.47,24184130.01,2.94,827.93,76.84,0.65,1105.89,277.35
72853520.21,1198.47,24184130.01,2.94,827.93,76.84,0.84,1106.84,316.94
72853520.21,1198.47,24184130.01,2.94,827.93,76.84,0.86,1103.84,289.4
72853520.21,1198.47,24184130.01,2.94,827.93,76.84,0.51,1112.35,272.4
59326270.91,1173.98,24704441.35,2.8,809.45,90.55,0.9,1078.1,293.91
59326270.91,1173.98,24704441.35,2.8,809.45,90.55,0.6,1070.05,275.67
59326270.91,1173.98,24704441.35,2.8,809.45,90.55,1.05,1075.36,281.14
59326270.91,1173.98,24704441.35,2.8,809.45,90.55,0.84,1065.32,284.45
59326270.91,1173.98,24704441.35,2.8,809.45,90.55,0.53,1083.03,264.22
59326270.91,1173.98,24704441.35,2.8,809.45,90.55,0.73,1067.41,307.88
59326270.91,1173.98,24704441.35,2.8,809.45,90.55,0.7,1080.82,298.57
59326270.91,1173.98,24704441.35,2.8,809.45,90.55,0.93,1072.3,314.11
79204117.04,1081.18,24174690.41,2.9,839.24,49.15,0.51,1015.96,299.47
79204117.04,1081.18,24174690.41,2.9,839.24,49.15,1.05,1025.09,310.47
79204117.04,1081.18,24174690.41,2.9,839.24,49.15,0.71,1021.06,266.45
79204117.04,1081.18,24174690.41,2.9,839.24,49.15,0.61,1030.42,275.3
79204117.04,1081.18,24174690.41,2.9,839.24,49.15,0.78,1029.34,285.65
79204117.04,1081.18,24174690.41,2.9,839.24,49.15,0.93,1022.17,279.75
79204117.04,1081.18,24174690.41,2.9,839.24,49.15,0.9,1017.11,313.77
79204117.04,1081.18,24174690.41,2.9,839.24,49.15,0.65,1012.64,294.75
49629241.83,1086.25,24851278.93,2.75,804.23,93.83,0.66,975.46,269.35
49629241.83,1086.25,24851278.93,2.75,804.23,93.83,0.53,974.53,308.78
49629241.83,1086.25,24851278.93,2.75,804.23,93.83,0.84,981.63,298.24
49629241.83,1086.25,24851278.93,2.75,804.23,93.83,0.96,978.36,273.6
49629241.83,1086.25,24851278.93,2.75,804.23,93.83,0.85,992.4,286.67
49629241.83,1086.25,24851278.93,2.75,804.23,93.83,0.99,985.07,311.51
49629241.83,1086.25,24851278.93,2.75,804.23,93.83,0.57,989.24,292.65
49629241.83,1086.25,24851278.93,2.75,804.23,93.83,0.73,984.07,277.83
50514558.55,1248.92,24390825.18,2.92,829.09,94.19,0.9,1151.42,288.0
50514558.55,1248.92,24390825.18,2.92,829.09,94.19,0.7,1143.55,301.71
50514558.55,1248.92,24390825.18,2.92,829.09,94.19,0.82,1135.71,317.17
50514558.55,1248.92,24390825.18,2.92,829.09,94.19,0.98,1137.82,297.03
50514558.55,1248.92,24390825.18,2.92,829.09,94.19,0.75,1153.82,267.22
50514558.55,1248.92,24390825.18,2.92,829.09,94.19,0.55,1148.92,310.25
50514558.55,1248.92,24390825.18,2.92,829.09,94.19,0.61,1146.71,281.81
50514558.55,1248.92,24390825.18,2.92,829.09,94.19,1.01,1141.78,271.73
147460138.09,1266.18,24017195.13,3.0,844.19,38.0,0.76,1216.81,263.8
147460138.09,1266.18,24017195.13,3.0,844.19,38.0,0.82,1209.27,284.48
147460138.09,1266.18,24017195.13,3.0,844.19,38.0,0.55,1228.14,271.6
147460138.09,1266.18,24017195.13,3.0,844.19,38.0,0.69,1212.17,300.81
147460138.09,1266.18,24017195.13,3.0,844.19,38.0,0.89,1214.83,277.24
147460138.09,1266.18,24017195.13,3.0,844.19,38.0,1.03,1224.15,313.02
147460138.09,1266.18,24017195.13,3.0,844.19,38.0,0.59,1219.51,306.72
147460138.09,1266.18,24017195.13,3.0,844.19,38.0,0.96,1220.93,294.91
92026186.93,1135.18,24305602.41,2.78,843.34,45.83,0.59,1071.41,267.72
92026186.93,1135.18,24305602.41,2.78,843.34,45.83,0.53,1085.04,275.86
92026186.93,1135.18,24305602.41,2.78,843.34,45.83,0.84,1080.34,280.2
92026186.93,1135.18,24305602.41,2.78,843.34,45.83,0.66,1076.55,306.51
92026186.93,1135.18,24305602.41,2.78,843.34,45.83,0.87,1072.89,287.78
92026186.93,1135.18,24305602.41,2.78,843.34,45.83,0.94,1079.0,300.12
92026186.93,1135.18,24305602.41,2.78,843.34,45.83,1.01,1083.17,294.52
92026186.93,1135.18,24305602.41,2.78,843.34,45.83,0.77,1089.18,313.27
68576429.5,1242.38,24936803.51,2.95,849.86,72.32,0.53,1159.41,301.3
68576429.5,1242.38,24936803.51,2.95,849.86,72.32,1.04,1157.15,265.29
68576429.5,1242.38,24936803.51,2.95,849.86,72.32,0.76,1169.71,305.69
68576429.5,1242.38,24936803.51,2.95,849.86,72.32,0.91,1161.81,315.95
68576429.5,1242.38,24936803.51,2.95,849.86,72.32,0.58,1150.73,270.24
68576429.5,1242.38,24936803.51,2.95,849.86,72.32,0.96,1166.96,289.65
68576429.5,1242.38,24936803.51,2.95,849.86,72.32,0.67,1154.91,292.62
68576429.5,1242.38,24936803.51,2.95,849.86,72.32,0.78,1162.67,282.76
65318396.04,1180.71,24513797.48,2.82,831.42,47.23,0.63,1114.17,272.96
65318396.04,1180.71,24513797.48,2.82,831.42,47.23,0.57,1131.44,309.69
65318396.04,1180.71,24513797.48,2.82,831.42,47.23,0.88,1122.64,286.05
65318396.04,1180.71,24513797.48,2.82,831.42,47.23,0.75,1124.87,316.19
65318396.04,1180.71,24513797.48,2.82,831.42,47.23,0.96,1117.04,293.57
65318396.04,1180.71,24513797.48,2.82,831.42,47.23,0.7,1118.89,299.92
65318396.04,1180.71,24513797.48,2.82,831.42,47.23,0.78,1126.32,268.28
65318396.04,1180.71,24513797.48,2.82,831.42,47.23,1.03,1129.71,282.48
85997266.98,1093.46,24959005.16,2.88,828.72,55.48,0.62,1029.42,287.71
85997266.98,1093.46,24959005.16,2.88,828.72,55.48,0.64,1037.45,274.33
85997266.98,1093.46,24959005.16,2.88,828.72,55.48,0.91,1019.98,299.79
85997266.98,1093.46,24959005.16,2.88,828.72,55.48,0.97,1030.72,314.15
85997266.98,1093.46,24959005.16,2.88,828.72,55.48,0.78,1033.28,295.73
85997266.98,1093.46,24959005.16,2.88,828.72,55.48,0.54,1020.61,279.9
85997266.98,1093.46,24959005.16,2.88,828.72,55.48,0.71,1023.57,307.64
85997266.98,1093.46,24959005.16,2.88,828.72,55.48,1.02,1027.98,267.59
114624966.91,1078.46,24852406.65,2.89,850.92,88.26,0.78,979.88,297.08
114624966.91,1078.46,24852406.65,2.89,850.92,88.26,0.95,972.62,266.95
114624966.91,1078.46,24852406.65,2.89,850.92,88.26,1.04,984.12,304.04
114624966.91,1078.46,24852406.65,2.89,850.92,88.26,0.66,974.42,289.24
114624966.91,1078.46,24852406.65,2.89,850.92,88.26,0.71,986.9,281.54
114624966.91,1078.46,24852406.65,2.89,850.92,88.26,0.61,976.4,317.4
114624966.91,1078.46,24852406.65,2.89,850.92,88.26,0.54,982.66,308.53
114624966.91,1078.46,24852406.65,2.89,850.92,88.26,0.91,988.6,272.85
149975108.7,1175.13,24234837.9,2.82,818.45,99.75,0.52,1071.24,268.29
149975108.7,1175.13,24234837.9,2.82,818.45,99.75,0.6,1058.79,311.99
149975108.7,1175.13,24234837.9,2.82,818.45,99.75,1.04,1075.3,299.88
149975108.7,1175.13,24234837.9,2.82,818.45,99.75,0.96,1061.96,294.13
149975108.7,1175.13,24234837.9,2.82,818.45,99.75,0.77,1065.41,304.8
149975108.7,1175.13,24234837.9,2.82,818.45,99.75,0.8,1069.05,282.18
149975108.7,1175.13,24234837.9,2.82,818.45,99.75,0.64,1065.13,287.84
149975108.7,1175.13,24234837.9,2.82,818.45,99.75,0.89,1057.19,275.42
133408567.98,1170.56,24637390.88,2.86,820.51,25.19,0.92,1135.88,275.35
133408567.98,1170.56,24637390.88,2.86,820.51,25.19,0.99,1131.91,298.87
133408567.98,1170.56,24637390.88,2.86,820.51,25.19,0.75,1127.99,285.61
133408567.98,1170.56,24637390.88,2.86,820.51,25.19,0.86,1126.03,311.9
133408567.98,1170.56,24637390.88,2.86,820.51,25.19,0.58,1138.64,293.03
133408567.98,1170.56,24637390.88,2.86,820.51,25.19,0.52,1141.1,264.21
133408567.98,1170.56,24637390.88,2.86,820.51,25.19,0.78,1144.94,306.53
133408567.98,1170.56,24637390.88,2.86,820.51,25.19,0.68,1134.15,281.75
90059488.72,1091.14,24913946.51,2.94,815.07,58.09,0.94,1014.33,274.85
90059488.72,1091.14,24913946.51,2.94,815.07,58.09,0.81,1027.84,263.3
90059488.72,1091.14,24913946.51,2.94,815.07,58.09,1.0,1015.67,314.27
90059488.72,1091.14,24913946.51,2.94,815.07,58.09,0.67,1030.9,282.73
90059488.72,1091.14,24913946.51,2.94,815.07,58.09,0.51,1030.48,294.25
90059488.72,1091.14,24913946.51,2.94,815.07,58.09,0.76,1020.68,284.59
90059488.72,1091.14,24913946.51,2.94,815.07,58.09,0.58,1024.62,308.28
90059488.72,1091.14,24913946.51,2.94,815.07,58.09,0.85,1020.2,302.0
118179813.36,1164.41,24861646.79,2.85,809.71,97.11,0.55,1050.01,269.51
118179813.36,1164.41,24861646.79,2.85,809.71,97.11,0.84,1059.95,316.64
118179813.36,1164.41,24861646.79,2.85,809.71,97.11,0.87,1066.77,270.56
118179813.36,1164.41,24861646.79,2.85,809.71,97.11,0.77,1056.11,278.63
118179813.36,1164.41,24861646.79,2.85,809.71,97.11,0.6,1064.31,302.14
118179813.36,1164.41,24861646.79,2.85,809.71,97.11,1.04,1049.73,289.83
118179813.36,1164.41,24861646.79,2.85,809.71,97.11,0.66,1054.76,310.25
118179813.36,1164.41,24861646.79,2.85,809.71,97.11,0.92,1057.79,293.42
134703621.5,1197.01,24397699.96,2.86,800.09,29.82,0.95,1162.08,287.6
134703621.5,1197.01,24397699.96,2.86,800.09,29.82,1.0,1157.6,273.15
134703621.5,1197.01,24397699.96,2.86,800.09,29.82,0.76,1155.42,306.07
134703621.5,1197.01,24397699.96,2.86,800.09,29.82,0.51,1153.1,293.87
134703621.5,1197.01,24397699.96,2.86,800.09,29.82,0.63,1150.74,312.04
134703621.5,1197.01,24397699.96,2.86,800.09,29.82,0.83,1148.09,301.64
134703621.5,1197.01,24397699.96,2.86,800.09,29.82,0.7,1164.64,278.38
134703621.5,1197.01,24397699.96,2.86,800.09,29.82,0.88,1165.38,269.73
65809135.54,1083.46,24835479.47,2.94,824.22,59.79,0.81,1008.88,313.25
65809135.54,1083.46,24835479.47,2.94,824.22,59.79,0.94,1016.68,305.16
65809135.54,1083.46,24835479.47,2.94,824.22,59.79,0.89,1023.32,301.69
65809135.54,1083.46,24835479.47,2.94,824.22,59.79,0.62,1012.87,295.49
65809135.54,1083.46,24835479.47,2.94,824.22,59.79,0.72,1006.01,268.62
65809135.54,1083.46,24835479.47,2.94,824.22,59.79,1.0,1014.09,270.91
65809135.54,1083.46,24835479.47,2.94,824.22,59.79,0.5,1020.6,289.64
65809135.54,1083.46,24835479.47,2.94,824.22,59.79,0.65,1008.05,280.6
59190426.49,1093.66,24720781.99,2.82,801.72,84.0,0.6,1003.6,301.93
59190426.49,1093.66,24720781.99,2.82,801.72,84.0,0.67,998.85,311.88
59190426.49,1093.66,24720781.99,2.82,801.72,84.0,0.74,1000.39,272.68
59190426.49,1093.66,24720781.99,2.82,801.72,84.0,1.03,997.15,306.45
59190426.49,1093.66,24720781.99,2.82,801.72,84.0,0.56,994.42,264.21
59190426.49,1093.66,24720781.99,2.82,801.72,84.0,0.8,1006.67,279.43
59190426.49,1093.66,24720781.99,2.82,801.72,84.0,0.98,1007.4,286.17
59190426.49,1093.66,24720781.99,2.82,801.72,84.0,0.9,991.83,291.71
41189623.41,1264.76,24069969.55,2.96,843.46,96.37,0.78,1158.47,272.34
41189623.41,1264.76,24069969.55,2.96,843.46,96.37,0.51,1157.32,303.45
41189623.41,1264.76,24069969.55,2.96,843.46,96.37,0.72,1164.51,283.23
41189623.41,1264.76,24069969.55,2.96,843.46,96.37,0.66,1151.94,289.83
41189623.41,1264.76,24069969.55,2.96,843.46,96.37,0.61,1168.34,304.86
41189623.41,1264.76,24069969.55,2.96,843.46,96.37,0.91,1155.82,295.02
41189623.41,1264.76,24069969.55,2.96,843.46,96.37,0.97,1161.98,265.49
41189623.41,1264.76,24069969.55,2.96,843.46,96.37,1.03,1148.64,313.94
37943539.54,1174.7,24181408.58,2.86,816.22,27.22,0.84,1145.85,315.32
37943539.54,1174.7,24181408.58,2.86,816.22,27.22,0.87,1133.86,301.88
37943539.54,1174.7,24181408.58,2.86,816.22,27.22,0.51,1132.32,287.84
37943539.54,1174.7,24181408.58,2.86,816.22,27.22,0.77,1143.56,268.85
37943539.54,1174.7,24181408.58,2.86,816.22,27.22,1.04,1137.21,306.06
37943539.54,1174.7,24181408.58,2.86,816.22,27.22,0.97,1138.06,278.53
37943539.54,1174.7,24181408.58,2.86,816.22,27.22,0.57,1141.45,271.74
37943539.54,1174.7,24181408.58,2.86,816.22,27.22,0.7,1128.96,292.42
38336523.32,1165.76,24954761.38,2.95,846.15,97.98,0.67,1059.62,312.0
38336523.32,1165.76,24954761.38,2.95,846.15,97.98,0.86,1048.34,285.42
38336523.32,1165.76,24954761.38,2.95,846.15,97.98,0.5,1064.91,305.94
38336523.32,1165.76,24954761.38,2.95,846.15,97.98,0.82,1052.22,267.58
38336523.32,1165.76,24954761.38,2.95,846.15,97.98,0.99,1055.7,273.36
38336523.32,1165.76,24954761.38,2.95,846.15,97.98,0.59,1066.3,277.42
38336523.32,1165.76,24954761.38,2.95,846.15,97.98,0.95,1061.2,302.76
38336523.32,1165.76,24954761.38,2.95,846.15,97.98,0.76,1054.48,291.17
